country,activity,attackdate,victim,group
,Financial Services,2025-04-16 00:00:00.000000,Independent Financial Services,play
,Not Found,2025-02-05 20:40:46.934433,NESCTC,play
US,Hospitality and Tourism,2025-04-14 00:00:00.000000,The Human Bean,play
US,Technology,2024-07-16 13:27:59.000000,Lantronix,play
US,Consumer Services,2025-03-18 00:00:00.000000,All Book Covers,play
US,Transportation/Logistics,2025-04-09 00:00:00.000000,Suburban Carting,play
US,Not Found,2025-04-17 17:03:34.147000,Springer & Steinberg,lynx
US,Consumer Services,2025-04-22 00:00:00.000000,Diedrich Coffee,akira
US,Healthcare,2025-04-22 00:01:00.000000,franklin nursing home,incransom
ES,Not Found,2025-04-22 00:00:00.000000,Asesoría Bieito,cicada3301
,Not Found,2025-04-22 00:00:00.000000,Natilait,cicada3301
BR,Transportation/Logistics,2025-04-22 00:00:00.000000,Amazon Transportes,cicada3301
GB,Transportation/Logistics,2025-04-10 00:00:00.000000,Bacton Transport Services,ransomhouse
GB,Transportation/Logistics,2025-04-10 00:00:00.000000,amethystgroup.co.uk,lynx
US,Transportation/Logistics,2025-04-22 00:00:00.000000,parrishleasing.com,qilin
,Manufacturing,2025-04-22 11:32:37.215000,R&N Manufacturing,lynx
NO,Not Found,2025-04-22 08:44:50.517045,Acos Favorit,rhysida
MY,Not Found,2025-04-22 00:00:00.000000,​​​​agromate company,ralord
PE,Agriculture and Food Production,2025-04-21 21:12:59.721596,Machu PicchuFoods,akira
,Not Found,2025-04-21 20:23:06.777754,Auren part 1,akira
,Not Found,2025-04-21 20:22:59.066904,Auren part 2,akira
DE,Manufacturing,2025-04-21 20:22:54.747240,ZB ZIMMERMANN UND BECKERGmbH,akira
BE,Not Found,2025-04-10 00:00:00.000000,C-Mec,ransomhouse
,Financial Services,2025-04-13 00:00:00.000000,Richmond СPA,qilin
US,Construction,2025-04-21 00:00:00.000000,MASHBURN CONSTRUCTION,akira
US,Business Services,2025-04-21 00:00:00.000000,"The law firm of Rochelle McCullough, L.L.P",akira
IT,Agriculture and Food Production,2025-04-21 00:00:00.000000,Bindi SpA,akira
US,Manufacturing,2025-04-18 00:00:00.000000,TrussWorks International,akira
CA,Financial Services,2025-04-21 00:00:00.000000,Dominion Lending Centres,qilin
BR,Not Found,2025-04-21 12:42:41.029491,Sinalisa Segurança Viária Ltda,sarcoma
BE,Healthcare,2025-04-21 11:03:51.000000,Pharma Force,hunters
IT,Not Found,2025-04-04 00:00:00.000000,tuttoperlufficio.eu,lockbit3
FR,Public Sector,2025-04-15 00:00:00.000000,Accueil - Site Offciel de la commune d'Ardon,nightspire
US,Not Found,2025-04-19 00:00:00.000000,The Michelson Organization,qilin
ZA,Agriculture and Food Production,2025-04-20 16:50:58.095800,Premier Meats South Africa,devman
,Not Found,2025-04-20 16:50:52.208108,Feel Four,devman
SG,Not Found,2025-04-20 15:19:42.819942,Singapour Victim,devman
HK,Not Found,2025-04-20 15:19:38.083839,Honk Kong Victim,devman
CN,Construction,2025-04-20 15:19:33.816247,China Harbour Engeneiring Company,devman
US,Technology,2025-04-16 11:40:02.378192,Iris ID,dragonforce
,Public Sector,2025-04-16 12:00:13.384507,City of Grove,dragonforce
US,Energy,2025-04-16 19:58:23.000000,Lithium Americas Nevada,medusa
CA,Public Sector,2025-04-19 18:35:15.000000,MRC de Maskinongé - district,medusa
DE,Not Found,2025-04-20 05:47:42.251204,FAKO-M Getränke,sarcoma
TW,Healthcare,2025-04-13 00:00:00.000000,"ChangShen Hospital, Taiwan",nightspire
BR,Technology,2025-04-16 00:00:00.000000,​​​​bettininformatica - suporteon company,ralord
,Not Found,2025-04-19 00:00:00.000000,Z****a.com,flocker
US,Financial Services,2025-04-18 16:48:39.299819,"Independent Title Agency, LLC (""ITA"") (USA)",skira
,Not Found,2025-04-18 00:00:00.000000,Agencia Browne y Espinoza,akira
DE,Consumer Services,2025-04-18 00:00:00.000000,Heinz Hammer Vertragswerkstatt (Mercedes-Benz car dealer),akira
,Not Found,2025-03-27 00:00:00.000000,dhsmithco.com,lynx
ES,Technology,2025-04-01 00:00:00.000000,[EVIDENCE PACK 2] Telecontrol,ransomhouse
CH,Manufacturing,2025-04-18 14:25:26.747974,Bosshard-farben.ch,cloak
LK,Not Found,2025-04-18 14:25:23.735530,Pe*************.lk,cloak
,Not Found,2025-04-18 14:25:20.833746,Orl***********.com,cloak
GB,Not Found,2025-04-18 14:25:17.959264,pea**********.uk,cloak
,Not Found,2025-04-18 14:25:14.806343,Pc***********.org,cloak
US,Not Found,2025-04-18 00:00:00.000000,"Hubbard, McIlwain, &Brakefield, P.C.",akira
,Healthcare,2025-02-14 00:00:00.000000,farma,qilin
IE,Agriculture and Food Production,2025-01-30 00:00:00.000000,www.monaghan.eu,qilin
DE,Not Found,2025-04-18 00:00:00.000000,Tänzer GmbH,akira
JP,Technology,2025-04-18 00:00:00.000000,Toppan Next,akira
PT,Not Found,2025-04-18 12:45:28.771097,Global Media Group,nitrogen
US,Manufacturing,2025-04-18 00:00:00.000000,Hayward Quartz Technology,akira
US,Business Services,2025-04-14 00:00:00.000000,Wilmington Personal Injury Lawyer - DPLAW,nightspire
US,Business Services,2025-04-11 00:00:00.000000,Compliance Consulting Group,nightspire
US,Consumer Services,2025-04-04 00:00:00.000000,"Mid-America POOL RENOVATION, Inc",nightspire
US,Healthcare,2025-04-12 00:00:00.000000,1sthealthinc.com,qilin
,Not Found,2025-04-17 20:56:50.753000,Sally B Gold,lynx
US,Technology,2025-02-07 00:00:00.000000,accesssmt.com,qilin
CZ,Not Found,2025-04-17 16:26:58.000000,HOPI,hunters
CN,Technology,2025-04-17 14:16:37.643827,Enflame Technology,killsec
US,Transportation/Logistics,2025-04-17 00:00:00.000000,yankeetrails.com,qilin
US,Manufacturing,2025-04-17 00:00:00.000000,universalwindow.com,qilin
US,Education,2025-04-17 00:00:00.000000,bertie.k12.nc.us,qilin
US,Construction,2025-04-17 08:32:33.620877,Kaye Lifestyle Homes,sarcoma
IT,Transportation/Logistics,2025-04-17 08:32:29.570990,TRALFO Srl Trasporti e Spedizioni,sarcoma
,Not Found,2025-04-17 08:32:25.001902,Schultz Industries Inc.,sarcoma
GB,Financial Services,2025-04-17 08:32:20.935741,Manchester Credit Union,sarcoma
TW,Not Found,2025-04-17 08:32:17.049017,Ju Percussion Group,sarcoma
ES,Business Services,2025-04-12 00:00:00.000000,VIÑUELAS ABOGADOS,spacebears
TW,Technology,2025-04-15 00:00:00.000000,"EVERTECH INSTRUMENTAL CO., LTD",spacebears
DE,Technology,2025-04-16 23:30:28.621113,itec-gmbh.com,safepay
DE,Not Found,2025-04-16 23:28:43.151607,heinrich-steinhardt.de,safepay
DE,Not Found,2025-04-16 23:28:13.714201,hurst-schroeder.de,safepay
GB,Manufacturing,2025-03-19 00:00:00.000000,helixtools.co.uk,safepay
DE,Public Sector,2025-04-06 00:00:00.000000,heilbronn.de,safepay
DE,Manufacturing,2025-04-16 23:25:30.288761,getriebetech.de,safepay
DE,Not Found,2025-04-16 23:24:58.761766,kirkel.de,safepay
AU,Not Found,2025-04-16 23:23:45.426931,extremefire.com.au,safepay
DE,Not Found,2025-04-16 23:23:19.333417,foerster-schwanau.de,safepay
DE,Construction,2025-04-16 23:22:53.306165,eichele-bau.de,safepay
DE,Manufacturing,2025-04-16 23:21:00.793741,frapack.de,safepay
CN,Not Found,2025-04-12 00:00:00.000000,aqhch.com.cn,lockbit3
NL,Agriculture and Food Production,2025-04-16 00:00:00.000000,Koninklijke Ahold Delhaize N.V.,incransom
DE,Not Found,2025-04-07 00:00:00.000000,niemann.de,safepay
,Education,2025-04-16 00:00:00.000000,www.nelson.edu,qilin
IT,Business Services,2025-04-16 00:00:00.000000,​​​​Bio-Clima Service,ralord
US,Not Found,2025-04-11 00:00:00.000000,Red Chamber,play
DK,Technology,2025-04-16 18:33:49.238836,d-line-it.com,kairos
US,Hospitality and Tourism,2025-03-31 16:17:39.000000,jackpotjunction.com,lockbit3
IT,Manufacturing,2025-04-16 00:00:00.000000,Lamberti Group,akira
,Not Found,2025-04-16 08:39:11.948000,Feldman & Lopez,lynx
US,Healthcare,2025-04-16 08:05:21.750000,Hyalogic,lynx
BR,Not Found,2025-03-31 00:00:00.000000,aeamg.org.br,lockbit3
BO,Not Found,2025-04-04 00:00:00.000000,ende.bo,lockbit3
US,Construction,2025-04-16 00:00:00.000000,Dale Partners Architects,akira
GR,Not Found,2025-04-16 00:00:00.000000,Anfarm Hellas,akira
BR,Transportation/Logistics,2025-04-16 00:00:00.000000,D'Granel,akira
CA,Technology,2025-02-13 12:10:00.000000,Afa Systems Ltd.,underground
TW,Manufacturing,2025-04-08 08:09:00.000000,shengyusteel.com,underground
CA,Agriculture and Food Production,2025-04-15 06:44:00.000000,semex.com,underground
,Not Found,2025-04-15 22:09:18.851000,McElwee Firm,lynx
IT,Not Found,2025-02-07 00:00:00.000000,govonisabbiatrici,qilin
,Not Found,2025-04-14 15:19:20.739208,KraftKisarna,dragonforce
US,Construction,2025-04-14 17:33:13.765548,Pryor Morrow,dragonforce
CA,Construction,2025-04-14 17:38:18.863117,Pratt Homes,dragonforce
US,Technology,2025-04-15 11:07:54.985427,Setpoint Systems,dragonforce
US,Education,2025-04-14 14:11:19.000000,Pawnee Heights Unified School District,medusa
DE,Technology,2025-04-16 02:19:00.000000,iblinfo.de,incransom
US,Transportation/Logistics,2025-04-15 00:00:00.000000,a-1freeman,qilin
US,Not Found,2025-04-15 19:46:38.781000,Astra Products,lynx
US,Construction,2025-04-15 20:14:58.831000,Lake HVAC,lynx
NO,Not Found,2025-04-15 00:00:00.000000,ARRCO LSM,ralord
US,Manufacturing,2024-12-22 00:00:00.000000,www.clubcar.com,qilin
DE,Not Found,2025-03-15 00:00:00.000000,toolsign.com,lynx
US,Manufacturing,2025-03-12 00:00:00.000000,spscompanies.com,lynx
US,Construction,2025-03-17 00:00:00.000000,nevadareadymix.com,lynx
US,Technology,2025-02-19 00:00:00.000000,iescomm.com,chaos
CH,Not Found,2025-04-15 00:00:00.000000,Heierli,akira
US,Construction,2025-04-15 00:00:00.000000,Bolivar Insulation,akira
US,Not Found,2025-04-15 00:00:00.000000,King Industries Inc.,akira
US,Not Found,2025-04-15 00:00:00.000000,PEÑA BRIONES MCDANIEL & CO.,akira
US,Not Found,2025-04-15 00:00:00.000000,Inductors Inc.,akira
ES,Hospitality and Tourism,2025-04-15 00:00:00.000000,NewHotel cloud company,ralord
US,Education,2025-04-15 08:44:00.000000,trocaire.edu,incransom
US,Public Sector,2025-04-15 08:45:11.371589,Oregon Department of Environmental Quality,rhysida
US,Not Found,2025-04-14 00:00:00.000000,NL Olson & Associates,qilin
,Not Found,2025-04-14 00:00:00.000000,CDI,qilin
US,Not Found,2025-04-09 00:00:00.000000,Waller,play
US,Business Services,2024-07-31 00:00:00.000000,Miller Boskus Lack Architects,play
US,Energy,2025-04-09 00:00:00.000000,Cortez Resources,play
US,Technology,2025-04-14 21:13:28.701919,Comport Technology Solutions,play
US,Not Found,2025-04-14 21:11:55.523241,Merri-Makers,play
US,Not Found,2025-03-27 00:00:00.000000,O'Brien & Ryan,play
US,Manufacturing,2025-04-04 00:00:00.000000,Voigt-Abernathy Company,play
CA,Hospitality and Tourism,2025-04-03 00:00:00.000000,Destination Toronto,play
US,Consumer Services,2025-03-26 00:00:00.000000,James & Sons Fine Jewelers,play
SA,Manufacturing,2025-04-14 00:00:00.000000,Al-Hejailan Group,ralord
IT,Not Found,2025-04-14 00:00:00.000000,Caputo,akira
CA,Transportation/Logistics,2025-03-29 00:00:00.000000,Calmont Group,play
PT,Agriculture and Food Production,2025-04-14 00:00:00.000000,Agricola Da Quinta De Corona,akira
DE,Not Found,2025-04-14 00:00:00.000000,STUMPF MÜLLER Biberach,akira
US,Manufacturing,2025-04-14 00:00:00.000000,Oklahoma Steel & Wire,akira
US,Healthcare,2025-04-14 00:00:00.000000,Orthopaedic Specialists of Connecticut,incransom
US,Healthcare,2025-04-14 02:00:00.000000,MENTAL HEALTH,incransom
ID,Not Found,2025-04-10 00:00:00.000000,REFFINDO-PT Pupk Indonesia,nightspire
SG,Not Found,2025-04-13 20:58:36.177592,FEELFOUR,devman
,Healthcare,2025-04-13 20:58:32.076149,Med institute,devman
TH,Technology,2025-04-13 20:58:28.619174,"Bangkok Electronics Co., Ltd",devman
EG,Not Found,2025-04-13 20:58:24.965812,Tawasol,devman
US,Construction,2025-04-13 20:58:21.441717,Texas Construction Firm,devman
,Technology,2025-04-13 20:58:16.558556,Optimax Technology,devman
,Not Found,2025-04-13 20:52:23.403387,CALTON.COM,clop
TW,Technology,2025-03-18 00:00:00.000000,"Tanaka Electronics Taiwan Co., LTD",nightspire
TR,Manufacturing,2025-03-23 00:00:00.000000,SUMITOMOTOOL,nightspire
EG,Not Found,2025-03-30 00:00:00.000000,INI Investments,nightspire
SE,Not Found,2025-04-01 00:00:00.000000,STORT,nightspire
PL,Public Sector,2025-03-30 00:00:00.000000,Powiatowy Urząd Pracy w Żorach,nightspire
IT,Not Found,2025-03-30 00:00:00.000000,OMCI S.p.a,nightspire
IT,Not Found,2025-04-04 00:00:00.000000,Sistel Connections,nightspire
US,Technology,2025-04-01 00:00:00.000000,InterLOGIC Inc,nightspire
MX,Education,2025-04-01 00:00:00.000000,"Secretaria de Educacion de Veracruz, SEV",nightspire
JP,Technology,2025-04-06 00:00:00.000000,Nicera,nightspire
CL,Transportation/Logistics,2025-04-08 00:00:00.000000,Emotrans Chile,nightspire
AR,Consumer Services,2025-04-08 00:00:00.000000,Zaphira Uniformes,nightspire
LU,Financial Services,2025-04-03 00:00:00.000000,Audit Accounting Advisory Taxes,nightspire
US,Telecommunication,2025-04-03 10:47:39.122863,Condista,dragonforce
US,Manufacturing,2025-04-07 16:31:36.048738,Precision Textiles,dragonforce
US,Not Found,2025-04-07 16:37:06.851590,Coulter & Tateoka,dragonforce
US,Not Found,2025-04-09 14:37:57.920079,Miller & Caggiano,dragonforce
IT,Not Found,2025-04-09 15:19:02.865596,Service Trade SpA,dragonforce
US,Manufacturing,2025-04-09 20:53:25.708952,Harris Steel,dragonforce
GB,Not Found,2025-04-12 18:37:55.192265,Ossman Consultants Limited,dragonforce
US,Financial Services,2025-04-08 01:00:41.000000,McFarland Commercial Insurance Services,medusa
GB,Not Found,2025-04-08 01:01:17.000000,Bridgebank Limited,medusa
US,Healthcare,2025-04-08 01:01:52.000000,Pulse Urgent Care,medusa
US,Not Found,2025-04-08 10:55:07.000000,National Association for Stock Car Auto Racing,medusa
US,Education,2025-04-12 13:44:22.000000,Fall River Public Schools,medusa
US,Financial Services,2025-04-03 00:00:00.000000,intelliloan.com,lockbit3
SG,Not Found,2025-04-13 00:00:00.000000,FEELFOUR,qilin
DE,Manufacturing,2025-04-12 17:17:43.289671,All4Labels -Global Packaging Group,akira
GB,Not Found,2025-04-11 12:32:00.000000,Chickenshed,incransom
US,Not Found,2025-04-06 00:00:00.000000,visionproducts.llc,lockbit3
LU,Financial Services,2025-03-09 00:00:00.000000,acimfunds.com,lockbit3
US,Construction,2025-02-06 00:00:00.000000,City Plumbing & ElectricSupply Co.,akira
MY,Transportation/Logistics,2025-04-12 00:00:00.000000,MS SUPPLY CHAIN SOLUTIONS (MALAYSIA) SDN. BHD,qilin
IN,Not Found,2025-04-12 00:00:00.000000,Mapaex,qilin
VN,Not Found,2025-04-12 08:52:38.725305,CMC Corperation,crypto24
QC,Manufacturing,2025-04-12 08:09:24.228106,Dimension Composite,rhysida
AU,Not Found,2025-04-12 03:36:59.779000,bilbie.com.au,lynx
NO,Not Found,2025-04-11 23:43:51.252000,Bjørklund,termite
IE,Not Found,2025-04-11 21:15:59.686658,C?l???t Group,play
US,Manufacturing,2025-04-10 00:00:00.000000,"Batesville Products,Inc.",akira
,Manufacturing,2025-04-11 12:41:00.572000,Colmar Industrial Supplies,lynx
JM,Hospitality and Tourism,2025-04-04 15:55:51.664000,Restaurant Associates,lynx
US,Manufacturing,2025-04-11 00:00:00.000000,Imagineering Finishing Technologies,incransom
BE,Technology,2025-04-10 23:38:34.235000,On IT,termite
US,Construction,2025-03-26 00:00:00.000000,Bonick Landscaping,play
US,Not Found,2025-04-04 00:00:00.000000,Sfrent.net,play
US,Education,2025-04-05 00:00:00.000000,The Study,play
US,Not Found,2025-04-02 00:00:00.000000,Codinter,play
US,Manufacturing,2025-01-13 00:00:00.000000,PAC Strapping Products,play
US,Consumer Services,2025-04-01 00:00:00.000000,New York Sports Club,play
CA,Construction,2025-03-31 00:00:00.000000,Noyen Construction,play
US,Manufacturing,2025-03-31 00:00:00.000000,KER Custom Molders,play
US,Manufacturing,2025-03-27 00:00:00.000000,Cane Creek Cycling Components,play
US,Not Found,2025-04-10 00:00:00.000000,hasbco Company,ralord
MC,Not Found,2025-04-10 16:19:46.132053,"ModulusGroup,Ludi-SFM",crypto24
US,Business Services,2025-04-10 07:06:00.000000,inspec-international.com,incransom
AU,Not Found,2025-04-10 14:19:32.302839,TMA Group of Companies,sarcoma
ES,Business Services,2025-04-10 00:00:00.000000,SeproTec Multilingual Solutions,akira
FR,Financial Services,2025-04-10 13:05:53.286495,Harvest,RunSomeWares
AU,Not Found,2025-04-07 00:00:00.000000,3P Corporation,spacebears
KR,Telecommunication,2025-04-10 00:00:00.000000,sk.com,qilin
SG,Not Found,2025-04-10 00:00:00.000000,Algas Engineering Pte Ltd - Algas Engineering,qilin
CZ,Public Sector,2025-04-09 00:00:00.000000,Správa služeb hlavního města Prahy,cicada3301
US,Financial Services,2025-04-07 17:20:52.000000,Potomac Financial Services,hellcat
US,Manufacturing,2025-02-28 00:00:00.000000,silocaf.com,incransom
US,Public Sector,2025-03-06 00:00:00.000000,chesterfieldtwp.org,incransom
DE,Technology,2025-03-09 00:00:00.000000,finetech.de,incransom
US,Telecommunication,2025-04-09 00:00:00.000000,Dumont Telephone,akira
ES,Manufacturing,2024-10-22 00:00:00.000000,Dinaksa Pesaje,qilin
HU,Healthcare,2024-11-01 00:00:00.000000,Sasszemklinika,qilin
US,Financial Services,2024-09-19 00:00:00.000000,MHT Partners,qilin
JP,Manufacturing,2025-01-26 00:00:00.000000,SPEEDFAM,qilin
GB,Not Found,2024-08-19 00:00:00.000000,Blink Photo,qilin
US,Public Sector,2024-11-27 00:00:00.000000,North Platte Natural Resources District,qilin
,Not Found,2025-01-12 00:00:00.000000,Galvatech,qilin
TH,Not Found,2024-12-25 00:00:00.000000,Helitek Company Ltd.,qilin
TH,Technology,2025-04-09 00:00:00.000000,"Bangkok Electronics Co., Ltd",qilin
US,Not Found,2025-04-09 00:00:00.000000,Simms Sigal Linwood Inc.,akira
EE,Hospitality and Tourism,2025-04-09 00:00:00.000000,Hotell Euroopa,akira
,Not Found,2025-04-09 00:00:00.000000,Consonic,akira
US,Public Sector,2025-04-09 12:00:00.000000,ccso2014.local(sheriffs),incransom
TR,Healthcare,2025-04-09 07:10:09.346000,Yozgat City Hospital,bert
US,Healthcare,2025-03-31 00:00:00.000000,physiciansmedicalbilling.net,lockbit3
US,Construction,2025-03-14 00:00:00.000000,gramoll.com,lynx
US,Agriculture and Food Production,2025-02-19 00:00:00.000000,farmerbros.com,chaos
CA,Financial Services,2025-04-08 20:12:33.448190,Taxplan,crypto24
ID,Business Services,2025-04-08 20:12:09.807950,Mochtar Karuwin Komar: Indonesian law firm - MKK,crypto24
IN,Technology,2025-04-08 20:11:46.106897,technoforte software pvt ltd,crypto24
EG,Business Services,2025-04-08 20:11:22.645808,International Busines Service,crypto24
CO,Financial Services,2025-04-08 20:10:58.640965,Iris Neofinanciera,crypto24
US,Not Found,2025-04-08 18:56:59.572697,"RFMS, Inc.",kairos
US,Healthcare,2025-04-02 00:00:00.000000,www.gchd.org,qilin
SG,Not Found,2025-02-14 00:00:00.000000,averasia,qilin
US,Financial Services,2025-04-08 15:03:39.294299,Third Avenue Management,metaencryptor
DE,Business Services,2025-04-08 11:42:00.000000,crystal-d.com,lockbit3
CH,Not Found,2025-04-08 00:00:00.000000,Bauer-Walser AG,akira
IT,Not Found,2025-04-08 12:24:13.425912,Gruppo C.R S.p.a,sarcoma
ID,Not Found,2025-04-08 12:24:08.639040,FKS Group,sarcoma
ES,Financial Services,2025-04-08 01:00:00.000000,Coop57,incransom
SG,Hospitality and Tourism,2025-04-08 00:00:00.000000,The Fullerton Hotelsand Resorts,akira
NL,Construction,2025-04-08 01:00:00.000000,Thiekon Constructie,incransom
CA,Manufacturing,2025-04-07 23:36:23.636536,Doman Building Materials Group,interlock
US,Hospitality and Tourism,2025-03-16 00:00:00.000000,Andretti Indoor Karting & Games,interlock
,Not Found,2025-04-07 22:05:43.242728,galesburg.org,kairos
GB,Manufacturing,2024-12-05 00:00:00.000000,Cambridge Fluid Systems,qilin
,Not Found,2025-03-08 00:00:00.000000,The Komec,qilin
US,Hospitality and Tourism,2024-12-07 00:00:00.000000,Spring Creek Golf & Country Club,qilin
AU,Energy,2025-01-08 00:00:00.000000,JKC Australia LNG,qilin
